1	longitude	latitude	housename	housenumber	street	city	postcode	name	name_cy	is_in	place	alt_name	open_hours	phone	shop	url
638	-4.659117	52.0835397		10	Priory Street	Cardigan / Aberteifi	SA43 1BU									
639	-4.6590079	52.0835231		11	Priory Street	Cardigan / Aberteifi	SA43 1BU	Teifi Foot Clinic						+44 1239 621343		
640	-4.658904	52.0834826	Old Oak House	12	Priory Street	Cardigan / Aberteifi	SA43 1BU	Old Oak Insurance						+44 1239 613213		
641	-4.6587738	52.0834672	Glyncoed Chambers	13	Priory Street	Cardigan / Aberteifi	SA43 1BX	W.J. Williams & Davies						+44 1239 612262		
642	-4.6589744	52.0831235		10	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
643	-4.6589964	52.083087		9	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
644	-4.6590299	52.0830375		8	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
645	-4.6590499	52.0830017		7	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
646	-4.6606832	52.0836273			High Street	Cardigan / Aberteifi	SA43 1JG	Saltrock						+44 1239 621499	water_sports	https://www.saltrock.com/stores/cardigan
647	-4.6605511	52.0836065	Branneys	31	Priory Street	Cardigan / Aberteifi	SA43 1BZ	Priory Café	Caffi'ŕ Priordy					+44 1239 615167		https://www.facebook.com/Branneys-Priory-Restaurant-280732871942792/
648	-4.660576	52.08389		58	Pendre	Cardigan / Aberteifi	SA43 1JR	Dorothy Perkins						+44 1239 621145	clothes	
649	-4.6604596	52.0840464		55	Pendre	Cardigan / Aberteifi	SA43 1JR	Nelson's Deli & Healthfoods						+44 1239 614114	deli	
650	-4.6604499	52.0841082		54	Pendre	Cardigan / Aberteifi	SA43 1JR	Peter Evans Funeral Director	Trefnwr Angladdau Peter Evens					+44 1239 615266	funeral_directors	
651	-4.6604291	52.0841706	Bradford House	53a	Pendre	Cardigan / Aberteifi	SA43 1JR	T. Samways High Class Butchers	Cigydd o'r Safon Uchaf T. Samways					+44 1239 621225	butcher	
652	-4.6603964	52.0842215		53	Pendre	Cardigan / Aberteifi	SA43 1JR									
653	-4.6602698	52.0841841		53	Pendre	Cardigan / Aberteifi	SA43 1JR									
654	-4.6615279	52.0832472		15-16	High Street	Cardigan / Aberteifi	SA43 1JJ	Peacocks						+44 1239 614 575	clothes	
655	-4.6613437	52.0833302		17-18	High Street	Cardigan / Aberteifi	SA43 1JJ	WH Smith						+44 1239 612749	books	https://www.whsmith.co.uk/pws/StoreFinder.ice?country=GB&storedetails=true&findStore=findStore&page=store2114
656	-4.6614033	52.0830997		13-14	High Street	Cardigan / Aberteifi	SA43 1JW	Lloyds Bank						+44 345 3000000		
657	-4.6615062	52.0820745	Old Shire Hall	1	High Street	Cardigan / Aberteifi	SA43 1HJ	British Red Cross						+44 1239 614595	charity	http://www.redcross.org.uk/Where-we-work/In-the-UK/Wales/Wales/LocalServices/Shop?dpid=dda9ed8a-fa39-4de3-899c-c6578e25241a
658	-4.6614577	52.0821788	Tŷ Mawr	2	High Street	Cardigan / Aberteifi	SA43 1HJ	Belotti's						+44 1239 621713		https://www.facebook.com/BelottisDelicatessenCoffeeHouse/
659	-4.6614562	52.0822895		3	High Street	Cardigan / Aberteifi	SA43 1HJ	Stiwdio 3						+44 1239 758088		https://www.makeitinwales.co.uk/stiwdio-3/
660	-4.6619678	52.0823007		5	Lôn Farchnad / Market Lane	Cardigan / Aberteifi	SA43 1HL									
661	-4.661883	52.0822982		6	Lôn Farchnad / Market Lane	Cardigan / Aberteifi	SA43 1HL									
662	-4.6618046	52.0822943	Haulfryn	7	Lôn Farchnad / Market Lane	Cardigan / Aberteifi	SA43 1HL									
663	-4.6617238	52.082291		8	Lôn Farchnad / Market Lane	Cardigan / Aberteifi	SA43 1HL									
664	-4.6616201	52.0822861			Lôn Farchnad / Market Lane	Cardigan / Aberteifi	SA43 1HL								vacant	
665	-4.6624116	52.0824146						Albion Terrace								
666	-4.6625061	52.0823488						Lôn Farchnad / Market Lane	Lôn Farchnad							
667	-4.6624929	52.0829177			Middle Mwldan	Cardigan / Aberteifi		Principality House								
668	-4.6622774	52.0831266	Bryneirig		Middle Mwldan	Cardigan / Aberteifi										
669	-4.6628381	52.0828149		32	Drawbridge	Cardigan / Aberteifi	SA43 1HW									
670	-4.6627785	52.0828662		33	Drawbridge	Cardigan / Aberteifi	SA43 1HW									
671	-4.6619619	52.0830501	Ossian Cottage		Ebens Lane		SA43 1HN									
672	-4.6547137	52.0864673	The Hut		Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ	Cardigan Amateur Boxing Club						+44 1239 831462		https://www.facebook.com/Cardigan-Amateur-Boxing-CLUB-461816000663607/
673	-4.6546613	52.0861317		5	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
674	-4.6545497	52.0861712		6	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
675	-4.6544217	52.0862424		7	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
676	-4.6543096	52.0862824		8	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
677	-4.6541648	52.0863294		9	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
678	-4.6540524	52.0863667		10	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
679	-4.6538828	52.0863927		11	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
680	-4.6537669	52.0864318		12	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
681	-4.6535326	52.0864842		15	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
682	-4.6535922	52.0865555	Rhos Y Dre	16	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
683	-4.6536794	52.08663	Y Bwthyn Gwyn	17	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
684	-4.6537416	52.0866976		18	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
685	-4.6535707	52.0863502						Maes-yr-Haf								
686	-4.6532281	52.0866095		14	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
687	-4.6531222	52.0866466		13	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
688	-4.6529988	52.0867018		12	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
689	-4.6528875	52.0867385		11	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
690	-4.6527413	52.0867929		10	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
691	-4.6526347	52.0868308		9	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
692	-4.6525033	52.0868571		8	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
693	-4.6523959	52.0868963		7	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
694	-4.6523323	52.0870071		6	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
695	-4.652398	52.0870747		5	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
696	-4.652113	52.0872498		4	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
697	-4.6520473	52.0871843		3	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
698	-4.6520168	52.0871046		2	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
699	-4.6519484	52.0870378		1	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
700	-4.6618767	52.0813853	Grosvenor Bungalow		Bridge Street	Cardigan / Aberteifi	SA43 1HY									
701	-4.6616742	52.0813458	The Grosvenor		Bridge Street	Cardigan / Aberteifi	SA43 1HY	The Grosvenor						+44 1239 613792		https://www.facebook.com/grosvenorcardigan/
702	-4.6600067	52.0846721		46	Pendre	Cardigan / Aberteifi	SA43 1JS	Vicini						+44 1239 614678	clothes	https://www.facebook.com/ViciniofCardigan/
703	-4.6600426	52.08464		47	Pendre	Cardigan / Aberteifi	SA43 1JS	Body Matters						+44 1239 614581	beauty	https://www.facebook.com/BodyMattersCardigan/
704	-4.6600384	52.0845815		48	Pendre	Cardigan / Aberteifi	SA43 1JS	Queen's Bakery						+44 1239 612110	bakery	https://www.facebook.com/Queens-Bakery-1631044503776874/
705	-4.6616208	52.0814554	Castle Chambers		Grosvenor Hill	Cardigan / Aberteifi	SA43 1HX	George Davies & Evans Solicitors	Cyfreithwyr George Davies & Evans					+44 1239 612308		
706	-4.6616268	52.0815668	Glenroy House	6	Bridge Street	Cardigan / Aberteifi	SA43 1HY	Branwen Centre	Canolfan Branwen					+44 1239 615700		
707	-4.6627083	52.0820056	The Mariners	16	Quay Street	Cardigan / Aberteifi	SA43 1HU									
708	-4.6625879	52.0820364		17	Quay Street	Cardigan / Aberteifi	SA43 1HU									
709	-4.6624851	52.0819888		18	Quay Street	Cardigan / Aberteifi	SA43 1HU									
710	-4.6623925	52.0819762		19	Quay Street	Cardigan / Aberteifi	SA43 1HU									
711	-4.6602653	52.0875875	The Shed		Bath House Road	Cardigan / Aberteifi	SA43 1JZ	Sheila Williams Mi.Trainer						+44 7812 106268		https://www.facebook.com/SheilaWilliamsMi.TrainerPersonalFitnessCoaching/
712	-4.6621073	52.0819929	Cerdig House	20	Quay Street	Cardigan / Aberteifi	SA43 1HU									
713	-4.6620396	52.0819622		20a	Quay Street	Cardigan / Aberteifi	SA43 1HU									
714	-4.6619784	52.0819587		21	Quay Street	Cardigan / Aberteifi	SA43 1HU									
715	-4.6618886	52.0819516		22	Quay Street	Cardigan / Aberteifi	SA43 1HU	Oriel Webster						+44 7471 068613	art	
716	-4.661781	52.0819682		23	Quay Street	Cardigan / Aberteifi	SA43 1HU	Quay Street Studios						+44 7774 013795		
717	-4.6616883	52.0819391	Byfnallt	24	Quay Street	Cardigan / Aberteifi	SA43 1HU									
718	-4.6629566	52.0827624			Drawbridge	Cardigan / Aberteifi	SA43 1HW	Quay Garage						+44 1239 621205	car_repair	
719	-4.6615872	52.0819923		1	High Street	Cardigan / Aberteifi	SA43 1HJ	Andrew Price						+44 1239 612955	hairdresser	
720	-4.6615994	52.0819185		25	Quay Street	Cardigan / Aberteifi	SA43 1HU									
721	-4.6615004	52.0819136		26	Quay Street	Cardigan / Aberteifi	SA43 1HU									
722	-4.6616875	52.0820161						Cellar Bar								
723	-4.6615458	52.0819149		25-26	Quay Street	Cardigan / Aberteifi	SA43 1HU	Castle Cafe	Caffi'r Castell							
724	-4.6615901	52.0819317		25-26	Quay Street	Cardigan / Aberteifi	SA43 1HU	Cellar Bar	Bar y Seler					+44 7818 056599		
725	-4.6623694	52.0828139	Stable Cottage		Ebens Lane	Cardigan / Aberteifi	SA43 1HN									
726	-4.6595698	52.0815621	The Yard		Strand	Cardigan / Aberteifi	SA43 1EX	Cardigan Bathroom Centre	Canolfan Ystafelloedd Ymolchi Aberteifi					+44 1239 614688	bathroom_furnishing	
727	-4.6616263	52.0816156	Dudley House	7	Bridge Street	Cardigan / Aberteifi	SA43 1HY	Branwen Centre Charity Shop							charity	
728	-4.6616338	52.0817474	Manchester House		Bridge Street	Cardigan / Aberteifi	SA43 1HY									
729	-4.6616168	52.0817944	Manchester House		Bridge Street	Cardigan / Aberteifi	SA43 1HY	Cardigan Trading Post							second_hand	https://www.facebook.com/The-Cardigan-Trading-Post-316342711827011/
730	-4.6616238	52.0817587	Manchester House		Bridge Street	Cardigan / Aberteifi	SA43 1HY	Ashmole & Co.						+44 1239 612162		http://www.ashmole.co.uk/english/contact-us/cardigan/
731	-4.6616293	52.0817418						Cardigan Natural Healing Centre	Canolfan Iachau Naturiol					+44 1239 614102		
732	-4.6619427	52.0817867		2	Quay Street	Cardigan / Aberteifi	SA43 1HU									
733	-4.6618406	52.0817804		1	Quay Street	Cardigan / Aberteifi	SA43 1HU									
734	-4.6611871	52.0830192						High Street	Stryd Fawr							
735	-4.6613678	52.0815129						Bridge Street	Heol y Bont							
736	-4.6595883	52.0823158	Avondale	40	St. Mary Street	Cardigan / Aberteifi	SA43 1ET	Welch & Co. Solicitors	Cyfreithwyr Welch & Co.					+44 1239 614070		
737	-4.6593968	52.0822792		39	St. Mary Street	Cardigan / Aberteifi	SA43 1ET									
738	-4.6592606	52.0823002		38	St. Mary Street	Cardigan / Aberteifi	SA43 1ET	Seyran's Pizza						+44 1239 613463		https://www.facebook.com/Seyrans-pizza-965974990096664/
739	-4.659096	52.0822515		36-37	St. Mary Street	Cardigan / Aberteifi	SA43 1ET	Angel Hotel								
740	-4.6589894	52.0820225						Gabs								
741	-4.6589131	52.0823555		35	St. Mary Street	Cardigan / Aberteifi	SA43 1ET									
742	-4.6622965	52.0818046	Roby	1 Rock Terrace	Quay Street	Cardigan / Aberteifi	SA43 1HS									
743	-4.6623927	52.0818084	Maes Yr Haf	2 Rock Terrace	Quay Street	Cardigan / Aberteifi	SA43 1HS									
744	-4.6624761	52.0818054	Bryhneulog	3 Rock Terrace	Quay Street	Cardigan / Aberteifi	SA43 1HS									
745	-4.6625576	52.0818219	Brynteg	4 Rock Terrace	Quay Street	Cardigan / Aberteifi	SA43 1HS									
746	-4.6626615	52.0818133		5 Rock Terrace	Quay Street	Cardigan / Aberteifi	SA43 1HS	Davies & John Accountants						+44 1239 612244		
747	-4.6609609	52.0780014						Bridgend			neighbourhood					
748	-4.6657497	52.0834427						Net Pool			neighbourhood					
749	-4.6630599	52.0818337		? Royal Oak	Quay Street	Cardigan / Aberteifi	SA43 1HR									
750	-4.6629528	52.0818376		? Royal Oak	Quay Street	Cardigan / Aberteifi	SA43 1HR								vacant	
751	-4.6611398	52.0828118		29C	High Street	Cardigan / Aberteifi	SA43 1JG	Gloss						+44 1239 621078	beauty	
752	-4.6619681	52.0811776						A Bay To Remember						+44 1239 623558	ticket	
753	-4.6871382	52.1039973						Patch Pontoon								
754	-4.6841048	52.1043638						Patch Beach								
755	-4.6857559	52.10579				Gwbert on Sea	SA43 1PP	Patch Caravan Park						+44 1239 615858		
756	-4.6830508	52.1051375				Gwbert on Sea	SA43 1PP	Club House & Bar						+44 1239 613846		
757	-4.6835439	52.1052304				Gwbert on Sea	SA43 1PP	Teifi Boating Club								
758	-4.6611329	52.0828523		29B	High Street	Cardigan / Aberteifi	SA43 1JG	Big Bite						+44 1239 613006		https://www.facebook.com/thebigbitecardigan/
759	-4.6611264	52.0828839		29A	High Street	Cardigan / Aberteifi	SA43 1JG	His & Hers						+44 1239 613102	gift	
760	-4.6610574	52.0829056		28B	High Street	Cardigan / Aberteifi	SA43 1JG	Jackie						+44 1239 612820	hairdresser	
761	-4.6610297	52.0829403		28	High Street	Cardigan / Aberteifi	SA43 1JG	Cleo						+44 1239 621465	clothes	
762	-4.6610383	52.0830074		27	High Street	Cardigan	SA43 1JG	Coral						+44 800 1690299	bookmaker	
763	-4.6610267	52.0830852		26	High Street	Cardigan / Aberteifi	SA43 1JH	Cardigan Post Office	Swyddfa Bost							
764	-4.660807	52.0830668			Chancery Lane	Cardigan / Aberteifi	SA43 1HD	DeeGee's Diner						+44 1239 613322		https://www.facebook.com/deegeesdiner1
765	-4.6608881	52.0831284	Stafford House	25	High Street	Cardigan / Aberteifi	SA43 1JG								vacant	
766	-4.6608893	52.0831904		24	High Street	Cardigan / Aberteifi	SA43 1JG	Oxfam						+44 1239 615352	charity	https://www.oxfam.org.uk/shop/local-shops/oxfam-shop-cardigan
767	-4.6608947	52.0832585		23	High Street	Cardigan / Aberteifi	SA43 1JG	Awen Teifi						+44 1239 621370	toys;souvenir;books	
768	-4.6608803	52.0833224		22	High Street	Cardigan / Aberteifi	SA43 1JG	Saddlers Arms						+44 1239 613501		https://www.facebook.com/Saddlers-Arms-Cardigan-528829150614230/
769	-4.6608939	52.0833931	Corner House		High Street	Cardigan / Aberteifi	SA43 1JG								vacant	
770	-4.6611409	52.082507		32	High Street	Cardigan / Aberteifi	SA43 1HH	Barclays						+44 345 734 5345		
771	-4.6611405	52.0826293		30	High Street	Cardigan / Aberteifi	SA43 1HJ	Cardigan Sports	Chwaraeon Aberteifi					+44 1239 615996	sports	
772	-4.6611386	52.0825697		31	High Street	Cardigan / Aberteifi	SA43 1HJ	Specsavers Opticians	Opegwyr Specsavers					+44 1239 622800	optician	https://www.specsavers.co.uk/stores/cardigan
773	-4.6611384	52.0823868		33-34	High Street	Cardigan / Aberteifi	SA43 1HJ	Sgidie Teifi Shoes	Sgidie Teifi					+44 1239 612600	shoes	
774	-4.661582	52.0823991	Natwest Chambers	4	High Street	Cardigan / Aberteifi	SA43 1NW									
775	-4.6615773	52.0824826		5	High Street	Cardigan / Aberteifi	SA43 1HJ	JJ Morris Arwerthwyr/Auctioneers						+44 1239 612343		
776	-4.6616004	52.0826742		7-8	High Street	Cardigan / Aberteifi	SA43 1HJ	The Works						+44 1239 613748	variety_store	https://www.theworks.co.uk/store/0634_cardigan
777	-4.6614787	52.0827294		9	High Street	Cardigan / Aberteifi	SA43 1HJ	Solo Clothing						+44 1239 615309	clothes	https://www.facebook.com/Solo-Clothing-286256635540560/
778	-4.6614296	52.0827749		10	High Street	Cardigan / Aberteifi	SA43 1HJ	Houses For Sale In Wales						+44 1239 623500		
779	-4.6614949	52.083007		12	High Street	Cardigan / Aberteifi	SA43 1JJ	Tenovus Cancer Care	Tenovus Gofal Canser					+44 1239 615737	charity	https://tenovuscancercare.org.uk/go-shopping/local-shops/west-wales/
780	-4.6614294	52.0828851		11	High Street	Cardigan / Aberteifi	SA43 1JN	HSBC						+44 1226 261010		
781	-4.6613947	52.0834376		19	High Street	Cardigan / Aberteifi	SA43 1JJ	shoezone						+44 1239 621649	shoes	https://www.shoezone.com/Stores/Cardigan-1441
782	-4.6611353	52.0834525		20	High Street	Cardigan / Aberteifi	SA43 1JJ	John Francis						+44 1239 612080		https://www.johnfrancis.co.uk/branches/cardigan
783	-4.6611094	52.0835021		20a	High Street	Cardigan / Aberteifi	SA43 1JJ								vacant	
784	-4.6610578	52.0835627		21	High Street	Cardigan / Aberteifi	SA43 1JJ	Trizaro						+44 1239 623844	jewelry	https://www.facebook.com/Trizaro-1421312311429932/
785	-4.6610578	52.0835731		21	High Street	Cardigan / Aberteifi	SA43 1JJ									
786	-4.6610578	52.0835731		21	High Street	Cardigan / Aberteifi	SA43 1JJ	Wine Bar Cardigan						+44 1239 613071		https://www.facebook.com/winebarcardigan/?rf=160761593977128
787	-4.6611509	52.0836635		1-2	College Row	Cardigan / Aberteifi	SA43 1LL	Castaway						+44 1239 621856	fishing	https://www.facebook.com/castawaycardigan/
788	-4.6613309	52.0837016		3	College Row	Cardigan / Aberteifi	SA43 1LL	Cardigan Arms Fish & Chip Bar	Cardigan Arms Pysgod A Sglodion					+44 1239 614969		
789	-4.6614875	52.0837591		4	College Row	Cardigan / Aberteifi	SA43 1LL	Tranquil Moments						+44 1239 615995	beauty	
790	-4.6625873	52.0825499		2	Albion Terrace	Cardigan / Aberteifi	SA43 1HP									
791	-4.6626157	52.0824847		1	Albion Terrace	Cardigan / Aberteifi	SA43 1HP									
792	-4.6625036	52.0832691			Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ	The Storage Yard								
793	-4.6618928	52.0839375	Fairways		Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
794	-4.6623294	52.0826938		"8, High Street Arcade"	High Street	Cardigan / Aberteifi	SA43 1HJ								vacant	
795	-4.6614907	52.0825464		6	High Street	Cardigan / Aberteifi	SA43 1HJ	Vision Express						+44 1239 612602	optician	https://www.visionexpress.com/opticians/opticians-in-wales/Ceredigion/cardigan/
796	-4.6616957	52.0825618		"2, High Street Arcade"	High Street	Cardigan / Aberteifi	SA43 1HJ	Domestic Appliances (Cardigan)						+44 1239 621571	appliance	
797	-4.6618598	52.0825906		"3, High Street Arcade"	High Street	Cardigan / Aberteifi	SA43 1HJ								yes	
798	-4.6619945	52.0826162		"4, High Street Arcade"	High Street	Cardigan / Aberteifi	SA43 1HJ	Domestic Appliances (Cardigan)						+44 1239 621571	appliance	
799	-4.6621202	52.0826392		"5, High Street Arcade"	High Street	Cardigan / Aberteifi	SA43 1HJ								vacant	
800	-4.6622295	52.082659		"6, High Street Arcade"	High Street	Cardigan / Aberteifi	SA43 1HJ	Melfed						+44 7816 659319	yes	https://www.facebook.com/Melfed-827919640552747/
801	-4.6623132	52.0826683		"7, High Street Arcade"	High Street	Cardigan / Aberteifi	SA43 1HJ	Bookends						+44 1239 614632	books	https://www.facebook.com/bookendsbookshop/
802	-4.6605075	52.0851708		"5, Cornel Pendre"	Pendre	Cardigan / Aberteifi	SA43 1JL	Hair Lounge 4 Men						+44 1239 758405	hairdresser	
803	-4.660406	52.0851434		"4, Cornel Pendre"	Pendre	Cardigan / Aberteifi	SA43 1JL	Brodwaith Teifi Embroidery						+44 1239 615030	clothes	https://www.facebook.com/brodwaithteifiembroidery/
804	-4.6603118	52.0851338		"3, Cornel Pendre"	Pendre	Cardigan / Aberteifi	SA43 1JL	Teifi Kitchens						+44 1239 614293	kitchen	
805	-4.6602292	52.0850774		"2, Cornel Pendre"	Pendre	Cardigan / Aberteifi	SA43 1JL	The Sewing Studio						+44 1239 612202		https://www.facebook.com/The-Sewing-Studio-171726713022104/
806	-4.6600757	52.0850493		"1,Cornel Pendre"	Pendre	Cardigan / Aberteifi	SA43 1JL	La Fontana								https://www.facebook.com/lafontanacardigan/
807	-4.6607049	52.0850089	Bwthyn Coeden Afal		Bath House Road	Cardigan / Aberteifi	SA43 1JY									
808	-4.6606987	52.0849486	Glas y Dorlan		Greenfield Square	Cardigan / Aberteifi	SA43 1LH									
809	-4.6621329	52.0837575		12	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
810	-4.6622156	52.083694	Rosario	11	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
811	-4.6630198	52.0832763						Coed y Mwldan Nature Reserve								https://www.woodlandtrust.org.uk/visiting-woods/wood/5281/coed-y-mwldan/
812	-4.6619828	52.0835836	Merchant House		Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
813	-4.6620035	52.0835798	Merchant House		Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ	Emerge Skate Shop							sports	
814	-4.6619914	52.0834906		9	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
815	-4.6620609	52.0834479		10	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
816	-4.6619261	52.0836645		8	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
817	-4.6619039	52.0837028		7	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
818	-4.661844	52.0837318		6	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
819	-4.6618367	52.0837714		5	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
820	-4.6617899	52.0838051		4	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
821	-4.6622494	52.083603	Golwg Y Nant	11A	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
822	-4.6623066	52.0835241	Friends Villa		Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
823	-4.6623574	52.0833999		"36, Drawbridge"	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
824	-4.6623481	52.0834661		"37, Drawbridge"	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
825	-4.6614257	52.081006						Prince Charles Quay								
826	-4.6635815	52.0819253						Cambrian Quay								
827	-4.6604619	52.0824737		6B	Chancery Lane	Cardigan / Aberteifi	SA43 1HD	Mirror Image						+44 1239 614455	hairdresser	https://www.facebook.com/Mirror-Image-Cardigan-Hair-Salon-Photography-Business-by-Ron-Walker-599437953461278/
828	-4.6604847	52.0825531		4	Chancery Lane	Cardigan / Aberteifi	SA43 1HD	Cliand Computers						+44 1239 623666	computer	
829	-4.6606366	52.0826076			Chancery Lane	Cardigan / Aberteifi	SA43 1HD	Mike's Shop						+44 1239 614483	variety_store	
830	-4.6588582	52.0826949			Morgan Street	Cardigan / Aberteifi	SA43 1DF	G. Williams & Sons Monumental Masons						+44 1239 615233		
831	-4.6588244	52.0828254		4	Morgan Street	Cardigan / Aberteifi	SA43 1DF	Colin Phillips Funerals	Angladdau Colin Phillips					+44 1239 621192	funeral_directors	
832	-4.6588466	52.0827287		6	Morgan Street	Cardigan / Aberteifi	SA43 1DF	West Wales Properties						+44 1239 615915		https://www.westwalesproperties.co.uk/about-us/about-west-wales-selling/cardigan/
833	-4.6587959	52.0827539		5	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
834	-4.6588312	52.0827738		5a	Morgan Street	Cardigan / Aberteifi	SA43 1DF	Principality Developments Ltd						+44 1239  614974		
835	-4.6586688	52.0829173		3	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
836	-4.6586415	52.0829553	Melrose	2	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
837	-4.6586159	52.0830029	Norwood	1	Morgan Street	Cardigan / Aberteifi	SA43 1DF									
838	-4.6582096	52.0831074	Carnincli		Priory Street	Cardigan / Aberteifi	SA43 1BT									
839	-4.65812	52.0830549	Victoria House		Priory Street	Cardigan / Aberteifi	SA43 1BT									
840	-4.6602882	52.083576		28	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Ffion's Beauty Boutique						+44 1239 614007	beauty	https://www.facebook.com/Ffionsbeautyboutique/
841	-4.6603668	52.0835961		29	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Apricot						+44 1239 621771	clothes	https://www.facebook.com/Apricot-Cardigan-184123221764722/
842	-4.6604623	52.0835868		30	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Cardigan Antiques Centre							antiques	
843	-4.6603853	52.0835302		2	Pwllhai	Cardigan / Aberteifi	SA43 1DB	2 The Gallery						+44 7462 409785	art	https://www.facebook.com/2-The-Gallery-346447309207139/
844	-4.660178	52.0835415	Siop Y Dre	27	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Premier						+44 1239 613826	convenience	https://www.premier-stores.co.uk/result-stores/?find-store=cardigan
845	-4.6600779	52.083545		"2, Priory Court"	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Teifi Christian Books	Llyfrau Cristnogol Teifi					+44 1239 615516	books	
846	-4.6600043	52.0835306		"1, Priory Court"	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Roots						+44 1239 615902	hairdresser	
847	-4.6600327	52.0834557		"3, Priory Court"	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Steve's Window Designs						+44 1239 613576	window_blind	
848	-4.660113	52.0834656		"4, Priory Courtt"	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Homerent Letting Services	Cwmni Gosod Tai Homerent					+44 1239 621700		
849	-4.6602376	52.0834708		"5, Priory Court"	Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Animal Rescue Cymru						+44 345 4755958	charity	
850	-4.6596091	52.0834215			Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	Fade Barbershop							hairdresser	https://www.facebook.com/FadeBarberShopUK/
851	-4.6597347	52.0834291	Graystone		Stryd y Priordy	Cardigan / Aberteifi	SA43 1BZ	The Care Society	Cymdeithas Gofal			Greystones		+44 1239 621807		
852	-4.6594476	52.0818916	Lanafon	"1, Brick Row"	Strand	Cardigan / Aberteifi	SA43 1EY									
853	-4.6594338	52.081858		"2, Brick Row"	Strand	Cardigan / Aberteifi	SA43 1EY									
854	-4.6594059	52.0818223		"3, Brick Row"	Strand	Cardigan / Aberteifi	SA43 1EY									
855	-4.6594765	52.0819505	Castle View		"Brick Row, Strand"	Cardigan / Aberteifi	SA43 1EY									
856	-4.659569	52.0821768	Old Hope Chapel		Carrier's Lane	Cardigan / Aberteifi										
